ym,market_cap_log,circ_mv,float_ratio,mv_volatility_60d,avg_amount_20d,turnover_rate,amihud_illiquidity,amount_cv,zero_volume_ratio,log_amount_60d,turnover_rate_60d,amihud_60d,amount_cv_60d,turnover_std_20d,amount_ratio_10_60,volume_slope_20d,turnover_chg_20_60,vp_corr,volume_surge,up_down_volume_ratio,obv_factor,vr,mfi,tail_volume_ratio,vp_corr_60d,obv_slope_60d,vol_surge_5d,vwap_slope_20d,volatility_20d,volatility_60d,idiosyncratic_vol,volatility_120d,downside_vol_20d,return_skew_60d,return_kurt_60d,atr_ratio_20d,gk_vol_20d,vol_ratio_20_60,max_drawdown_20d,max_drawdown_60d,max_drawdown_120d,max_drawdown_250d,dd_current,dd_area_120d,dd_duration_120d,return_5d,return_10d,return_20d,return_60d,return_120d,return_250d,mom_3_1,mom_6_1,mom_12_1,mom_accel,price_52w_pos,rsi_14,macd_hist_norm,boll_pos_20,ma5_ma20_ratio,ma20_ma60_ratio,roe,roa,roe_ttm,roa_ttm,net_profit_margin,gross_profit_margin,revenue_growth_yoy,profit_growth_yoy,ocf_to_asset,div_yield_ttm,debt_to_asset,vp_divergence_20d,up_vol_shrink_ratio,down_vol_expand_ratio,turnover_zscore_20d,turnover_momentum_5_20,realized_vol_ratio_5_60,overnight_gap_ratio_20d,large_order_proxy_20d,vol_ma_ratio_5_20,price_level_log,shell_value_proxy,mktcap_rank_pct,microcap_liq_interact,strong_reversal_micro,gp_margin,roe_report,accrual_quality,cf_or_ratio,cf_np_ratio,ocf_stability,dupont_np_margin,dupont_asset_turn,dupont_leverage,dupont_roe_check,dupont_tax_burden,cash_to_asset,inventory_to_asset,ar_to_asset,asset_yoy,revenue_yoy,net_profit_yoy,profit_accel,revenue_accel,growth_persist,margin_trend
2021-09,-0.030115,-0.047298,-0.064643,0.013019,-0.006911,0.099593,-0.04893,0.076508,0.010537,-0.070056,0.011222,-0.081506,0.162812,0.107178,0.191054,0.012423,0.216927,-0.100651,0.013125,-0.13245,-0.126457,0.154368,0.12041,,-0.12188,-0.088595,0.038777,-0.210319,0.093871,-0.013814,-0.021118,-0.035326,-0.064992,0.008667,0.076327,0.064839,0.066733,0.187487,0.031679,0.12229,0.117884,0.088193,0.088193,0.041112,-0.014094,-0.05201,0.059717,0.151974,0.100151,0.009412,0.015651,3.4e-05,0.065694,0.041952,0.117566,-0.087398,0.115757,0.01541,-0.061893,-0.084534,-0.181673,,,,,,,,,,,,-0.032438,-0.075356,-0.114578,0.038321,0.040863,0.161519,0.033709,-0.084329,-0.038777,-0.18096,0.030679,-0.030679,-0.042016,0.125358,0.027632,0.076076,-0.022737,0.04076,0.022737,0.03379,0.050656,0.08158,0.037961,0.082618,0.034792,0.034069,-0.100032,-0.092221,0.052435,0.047851,0.048958,0.038025,0.021571,0.047118,0.024767
2021-10,0.337549,0.340807,0.080878,-0.099362,0.237559,-0.102523,0.274024,-0.083132,-0.040301,0.150235,-0.224114,0.231872,-0.180338,-0.119101,0.250111,-0.111949,0.336342,-0.095593,-0.043123,-0.038208,-0.092773,0.07341,-0.007725,,0.022265,-0.144273,-0.128721,-0.227261,-0.019527,-0.112021,-0.094396,-0.137912,0.064182,-0.065638,-0.095182,-0.010772,-0.00702,0.160085,0.020427,0.222152,0.134452,0.142938,0.142938,0.091149,-0.049333,0.033842,0.074564,0.082576,0.149186,-0.023519,0.162393,-0.086562,0.033248,-0.121795,0.087923,-0.144314,-0.008632,0.068536,-0.027364,-0.027866,-0.314589,,,,,,,,,,,,-0.079715,0.085019,-0.068254,-0.059765,-0.131194,-0.034134,0.080525,0.074389,0.128721,-0.143866,-0.337088,0.337088,0.30844,0.200866,0.11085,0.025957,0.086013,-0.067585,-0.086013,-0.01214,0.054785,0.069597,0.221881,0.029006,0.152179,0.053649,-0.111692,-0.342498,0.058213,0.101478,0.084176,0.052253,0.087155,0.030027,0.05411
2021-11,0.061207,0.034102,-0.033787,0.308329,0.313014,0.379892,0.192609,0.045108,,0.254522,0.348125,0.154864,-0.028777,0.346597,0.228593,-0.011508,0.136119,-0.030431,0.041171,-0.053618,-0.229341,0.136535,0.132289,,-0.020137,-0.235247,0.032007,-0.22949,0.391228,0.36214,0.369881,0.426649,-0.333512,0.050478,-0.062742,0.401562,0.409531,0.188494,-0.005107,0.107716,0.077953,0.130591,0.130591,0.004417,0.301697,0.14224,0.311556,0.227281,0.164095,0.337491,0.309941,0.008567,-0.278393,-0.247117,-0.329558,-0.130623,0.144993,-0.135178,-0.170495,-0.257266,-0.221783,,,,,,,,,,,,-0.062688,-0.035594,-0.067098,0.018367,0.028958,0.078137,-0.030045,-0.018877,-0.032005,0.364173,-0.059864,0.059864,0.153333,0.138014,-0.026212,-0.060825,-0.023913,-0.020145,0.023913,-0.038703,-0.079565,-0.028603,-0.091733,-0.065454,-0.096564,0.011915,0.074976,0.147702,-0.084734,-0.090568,-0.071144,-0.061255,-0.053956,-0.036608,-0.03347
2021-12,0.130828,0.128785,0.051096,0.322218,0.354612,0.312824,0.235211,-0.066458,,0.368263,0.351318,0.243053,-0.031491,0.243286,-0.11399,-0.001217,-0.088358,0.082958,0.045285,0.061268,-0.005956,-0.053257,-0.115151,,-0.051818,-0.175213,0.034239,0.022918,0.334212,0.411517,0.405895,0.429627,-0.338929,0.050206,-0.065567,0.38144,0.367197,-0.023931,-0.165772,-0.146595,-0.102216,-0.037212,-0.037212,-0.089016,0.214115,0.009822,-0.046405,-0.055088,0.201084,0.194442,0.263064,-0.189816,-0.188586,-0.25785,-0.080087,0.033692,-0.124315,0.078416,0.085456,0.064503,-0.119042,,,,,,,,,,,,0.011669,-0.023823,0.056797,0.011478,0.029513,0.080942,-0.07491,0.07805,-0.034569,0.335162,-0.132765,0.132765,0.206501,-0.061993,-0.107379,-0.07219,0.012363,-0.034038,-0.012363,-0.065766,-0.064795,-0.058936,-0.093906,-0.075075,-0.05215,-0.034518,0.013606,0.138171,-0.061719,-0.108462,-0.099392,-0.067872,-0.054308,-0.075891,-0.0287
2022-01,0.04411,0.013347,-0.076781,-0.008965,-0.012295,-0.07306,-0.019037,-0.00894,,-0.030955,-0.085711,-0.032106,-0.01236,-0.060645,0.039604,0.028756,0.02159,-0.022503,-0.040043,-0.020843,0.006811,0.050474,-0.016316,,-0.018131,-0.062862,-0.039816,-0.064425,-0.01415,-0.014365,-0.004206,-0.100822,0.051401,0.070873,-0.021254,0.021111,0.036224,-0.014625,0.030022,0.061704,0.135893,0.041998,0.041998,0.007675,-0.112645,0.007302,-0.009253,0.03447,0.047372,-0.02306,-0.185149,-0.078715,0.026222,0.194989,0.079649,-0.041627,-0.007047,0.039696,-0.021378,0.002816,-0.046651,,,,,,,,,,,,-0.021334,0.021909,-0.000658,-0.034379,-0.036741,-0.078945,-0.03147,-0.012222,0.038193,0.133287,-0.044187,0.044187,0.010202,0.052773,-0.12524,-0.133697,-0.035097,-0.01555,0.035097,-0.025259,-0.120762,-0.022611,-0.044065,-0.127086,-0.017867,-0.093488,0.049234,0.028935,-0.100865,-0.075943,-0.048666,0.000796,0.002857,-0.070019,-0.016728
2022-02,0.143997,0.123511,0.017731,0.141879,0.125536,-0.005375,0.124692,0.022169,,0.163642,0.012702,0.160946,-0.16207,0.002053,-0.043937,0.059724,-0.039882,-0.021623,0.153627,0.030348,0.016675,0.034006,0.045926,,0.119586,0.207992,0.135857,0.10148,0.050862,0.060704,0.032567,0.192874,-0.028804,0.02706,-0.068154,0.10301,0.1151,-0.046705,0.037113,-0.15468,-0.186814,-0.172524,-0.172524,-0.180363,-0.071799,0.230439,0.204115,-0.063471,-0.312446,-0.197345,0.023784,0.332185,0.169101,-0.033436,-0.075798,0.173803,0.103977,-0.255944,-0.092849,-0.02669,0.283876,,,,,,,,,,,,-0.043638,0.07906,0.048521,0.148049,0.13443,0.149377,0.083056,-0.04665,-0.136415,0.399516,-0.143828,0.143828,0.141469,-0.042747,-0.04955,-0.150645,0.006219,-0.024035,-0.006219,-0.06289,-0.105745,-0.101516,-0.079925,-0.152174,-0.062701,-0.03957,0.025027,0.170765,-0.165508,-0.155854,-0.117484,-0.059308,-0.066448,-0.114404,-0.072614
2022-03,-0.250927,-0.249192,-0.054567,0.22619,0.036209,0.40251,-0.067743,0.083835,-0.016828,0.026673,0.415573,-0.101154,0.197875,0.369307,0.078433,0.144656,-0.004399,-0.231615,0.024631,-0.097005,-0.059941,0.049946,-0.009114,,-0.166548,-0.056743,0.029941,-0.100824,0.23797,0.335253,0.325383,0.341964,-0.154938,0.142949,-0.048224,0.309723,0.314106,-0.125059,-0.095652,-0.149037,-0.139671,-0.102114,-0.102114,-0.150796,0.093189,-0.126658,-0.101696,0.041632,-0.012019,0.110053,0.131401,0.024047,-0.069996,-0.129657,-0.073515,0.101564,0.010998,0.061389,0.071466,0.026908,-0.023968,,,,,,,,,,,,-0.165946,0.107752,-0.113897,0.014679,0.026944,0.032139,0.027439,-0.076661,-0.029941,0.140969,0.250016,-0.250016,-0.151691,-0.049581,-0.066192,0.115739,-0.125377,0.132797,0.125377,0.095125,0.071202,0.002938,-0.120723,0.104085,-0.129705,-0.00045,0.048252,0.261468,-0.015698,-0.035013,0.005909,0.020237,-0.030406,0.016182,0.023572
2022-04,0.170347,0.163004,-0.024283,-0.198299,0.181174,-0.013152,0.199655,0.105161,0.019878,0.132861,-0.054855,0.160246,0.020712,0.014227,0.114291,-0.070042,0.106418,-0.127317,0.050845,-0.23361,-0.153432,0.252173,0.062214,,-0.076958,-0.158673,-0.025514,-0.271165,-0.109329,-0.095146,-0.032883,-0.164125,0.161328,0.020747,0.030933,-0.111806,-0.069132,-0.039348,0.169714,0.265676,0.296393,0.224244,0.224244,0.166313,-0.042082,0.104126,0.100669,0.235837,0.253053,0.216399,-0.021531,-0.082342,-0.065781,0.144185,-0.032057,-0.22404,0.088526,-0.050062,-0.075603,-0.222587,-0.2753,,,,,,,,,,,,-0.040026,-0.092929,-0.148449,0.046905,-0.022578,-0.16567,0.1567,-0.046344,0.025863,-0.007275,-0.170912,0.170912,0.197567,0.246863,-0.135073,-0.100878,0.045541,-0.079167,-0.045541,-0.040664,-0.116861,0.070069,0.028628,-0.081945,0.072137,0.00035,-0.058316,-0.163208,-0.019057,0.06242,0.037337,0.019625,0.077103,-0.011389,0.015177
2022-05,-0.011288,0.009,0.021407,-0.170911,0.027489,0.036601,-0.020146,0.139723,,0.021215,0.04208,-0.018119,0.209917,0.081754,0.000472,-0.005675,-0.001268,-0.042652,-0.037066,0.074735,0.110054,-0.04332,0.06639,,-0.170166,-0.160287,0.03924,0.027046,0.050827,0.018912,0.098001,-0.026017,-0.042381,-0.011623,-0.056029,-0.033667,-0.03548,0.075786,0.013053,0.167945,0.318863,0.311048,0.311048,0.309935,0.196379,0.113093,0.043697,-0.050269,0.319559,0.401355,0.117323,-0.311031,-0.38323,-0.1172,-0.281343,-0.310641,0.040006,0.05696,-0.061443,-0.047735,-0.181497,,,,,,,,,,,,-0.023168,0.053028,-0.005112,-0.035021,0.044426,0.052439,0.024973,-0.096417,-0.03813,-0.255149,0.010292,-0.010292,-0.012822,-0.023728,0.07935,0.0774,0.004419,0.018451,-0.004419,0.069063,0.106134,0.053722,0.109551,0.094308,0.069851,0.061453,-0.060941,-0.115139,0.160891,0.140081,0.082193,0.032694,0.060855,0.099193,-0.016959
2022-06,0.293574,0.281586,0.045858,-0.041537,0.234979,-0.064585,0.303476,-0.028857,,0.30498,-0.008965,0.344521,-0.091042,-0.066346,-0.148233,-0.029342,-0.166306,-0.034186,0.143723,-0.091694,-0.05358,0.059895,0.047067,,-0.069384,0.05974,-0.027262,0.12718,-0.055462,0.001066,0.035467,0.017103,0.12142,0.056244,-0.050576,-0.095346,-0.072897,-0.08538,0.246139,0.021415,0.011953,-0.003078,-0.003078,0.057918,0.086966,0.250267,0.022799,0.045954,-0.01578,0.071947,-0.099753,-0.019959,-0.098415,0.100669,-0.097539,0.003708,0.091949,-0.101589,-0.176699,0.045741,0.17437,,,,,,,,,,,,0.028593,-0.044423,0.009109,0.138442,-0.029364,-0.144086,0.012507,0.026492,0.026997,0.1181,-0.293378,0.293378,0.315434,-0.093603,-0.12812,-0.099713,0.035505,-0.072894,-0.035505,-0.062355,-0.095458,0.006983,0.011905,-0.105751,0.11123,-0.085252,-0.099598,-0.245764,-0.049799,0.02697,-0.003207,-0.018864,0.043902,-0.015336,-0.054822
2022-07,0.0035,-0.024947,-0.038593,0.267895,0.204863,0.333126,0.080291,0.088506,,0.135816,0.267128,0.021828,0.090437,0.305689,0.26171,0.19224,0.16864,-0.195167,0.110456,-0.217942,-0.230614,0.179782,0.167707,,-0.115833,-0.21688,0.144159,-0.222649,0.332622,0.286772,0.278907,0.240772,-0.227868,0.03273,-0.068427,0.324708,0.345942,0.156999,0.099283,0.138195,0.151527,0.024616,0.024616,-0.177653,0.068113,0.171374,0.156651,0.247473,0.313847,0.15573,0.144899,-0.227271,0.000517,-0.060816,0.210317,-0.025375,0.214137,-0.095494,-0.199418,-0.188146,-0.275917,,,,,,,,,,,,-0.168242,0.014901,-0.195768,0.10042,0.143541,0.187538,-0.021358,-0.126718,-0.144159,0.206912,-0.002662,0.002662,0.048183,0.217248,-0.016523,-0.022319,-0.054774,0.054016,0.054774,0.046277,-0.019564,-0.06094,-0.038885,-0.04196,-0.043413,9.9e-05,0.092109,0.210234,-0.089894,-0.133955,-0.073502,-0.019017,-0.080847,-0.075908,0.005394
2022-08,-0.088064,-0.09599,-0.025402,0.137,0.135223,0.307527,0.037757,0.080335,,0.096224,0.29083,0.004649,0.05806,0.2793,0.071196,-0.059237,0.053975,-0.045665,-0.080154,0.02268,-0.022831,0.098519,-0.027971,,-0.121246,-0.13538,-0.104296,-0.117536,0.221915,0.228993,0.209127,0.195598,-0.222634,0.065179,-0.018416,0.235123,0.232603,0.087066,-0.178028,-0.125147,-0.111172,-0.186959,-0.186959,-0.233056,-0.0439,-0.136559,-0.160388,-0.051412,0.055037,-0.07322,-0.084567,-0.063192,0.090237,0.07762,0.17931,0.185706,-0.087793,0.151316,0.098594,0.124324,-0.12105,,,,,,,,,,,,-0.081095,0.03099,-0.045584,-0.096576,-0.10671,0.019443,-0.043575,-0.035033,0.104076,0.063311,0.088752,-0.088752,-0.019828,-0.046446,0.083796,0.046256,-0.042815,0.052906,0.042815,0.066201,0.058539,-0.045919,-0.022355,0.045258,-0.091875,0.003139,0.005095,0.138041,-0.029086,-0.035552,-0.018097,0.000192,-0.001628,-0.013023,0.011904
2022-09,0.239098,0.24441,0.096356,-0.102709,0.237761,-0.019994,0.256106,0.010464,,0.158696,-0.105051,0.208664,-0.082729,-0.011399,0.224109,0.032231,0.220635,-0.063925,0.032448,-0.09327,-0.097266,0.178021,0.043935,,0.062851,-0.019749,0.076191,-0.231993,0.014655,-0.063631,-0.060043,-0.028705,-0.00061,-0.043907,0.008949,-0.015251,0.010776,0.143986,0.089539,0.147185,0.06402,0.155916,0.155916,0.217478,0.076998,0.057138,0.125257,0.137135,0.043071,0.059218,0.092726,0.050132,-0.10893,-0.066228,-0.159234,-0.153608,0.053026,0.009467,-0.09855,-0.108646,-0.173664,,,,,,,,,,,,-0.045321,-0.009582,-0.092325,0.030503,0.077632,0.066874,0.105679,-0.04789,-0.076175,-0.089918,-0.23986,0.23986,0.263306,0.235972,0.166561,-0.125251,0.096982,-0.157449,-0.096982,-0.079394,-0.016733,-0.053546,0.211307,-0.120007,0.141337,0.113628,-0.039103,-0.284978,0.024869,-0.074969,-0.088704,-0.097828,-0.109205,0.019498,-0.042555
2022-10,-0.023942,-0.036521,-0.023876,0.159063,0.071603,0.163219,-0.028067,0.152181,,0.054479,0.141761,-0.026138,0.084174,0.182274,0.159043,0.169659,0.01362,-0.162406,0.180026,-0.314303,-0.281253,0.323893,0.312899,,-0.07184,-0.016253,0.208802,-0.288008,0.22776,0.224394,0.238886,0.155343,-0.015244,0.167186,-0.017348,0.141218,0.223588,0.039544,0.311492,0.191667,0.288189,0.213844,0.213844,0.04251,0.214426,0.225251,0.358166,0.384433,0.244483,0.401138,0.138872,0.000457,-0.207956,0.00428,-0.254367,-0.213978,0.416168,-0.335957,-0.387581,-0.426488,-0.085829,,,,,,,,,,,,-0.099567,-0.055861,-0.160852,0.157816,0.207865,0.015906,-0.057838,-0.168424,-0.208667,0.294376,0.023319,-0.023319,-0.031158,0.354702,-0.108773,-0.03315,-0.080135,0.091503,0.080135,0.022532,-0.084575,-0.008125,-0.176147,-0.036551,-0.148737,-0.070621,0.091481,0.245826,-0.126899,-0.054111,-0.005537,0.056422,0.024259,-0.077462,0.036342
2022-11,-0.092591,-0.100313,-0.041179,0.096397,0.036406,0.209249,-0.037406,0.080113,0.021937,0.025101,0.199494,-0.048077,0.086125,0.205866,0.068916,0.038317,0.062486,-0.013143,0.055715,0.029749,-0.032674,-0.050045,-0.00624,,-0.072635,-0.0765,0.034413,-0.026525,0.156527,0.145352,0.144909,0.190629,-0.136341,0.011969,-0.023866,0.122406,0.129723,0.086427,-0.042153,-0.01097,-0.047721,-0.032058,-0.032058,-0.101673,0.101099,-0.006337,0.059579,0.024745,0.003747,0.08271,0.070551,0.045042,-0.069563,-0.06612,-0.103034,0.031768,0.001638,0.000139,0.001794,-0.035401,-0.038141,,,,,,,,,,,,0.003611,-0.009659,0.017389,0.048324,0.035633,0.062316,-0.011839,-0.064908,-0.034263,0.006473,0.094268,-0.094268,-0.066268,0.041251,0.066188,0.03817,-0.046324,0.073542,0.046324,0.057093,0.037242,0.016755,0.016526,0.044135,-0.036626,0.035495,0.040352,0.143894,0.007033,0.009141,0.030701,0.062246,0.052027,0.011892,0.062118
2022-12,0.137602,0.140322,0.017196,-0.017278,0.176638,0.032398,0.164062,0.138746,,0.061533,-0.083612,0.07782,0.097276,0.085401,0.33872,0.006323,0.359897,-0.188947,0.134024,-0.312738,-0.289214,0.317845,0.262061,,-0.076419,-0.176637,0.083164,-0.373952,0.097635,-0.053821,-0.042715,-0.180516,0.018082,-0.041185,0.031656,0.069137,0.121803,0.269152,0.284496,0.340314,0.411311,0.31351,0.31351,0.193088,0.01627,0.084414,0.220565,0.387644,0.212778,0.248929,0.262472,-0.066552,-0.089574,-0.18392,-0.044622,-0.313225,0.303032,-0.076782,-0.304424,-0.268437,-0.355337,,,,,,,,,,,,-0.118452,-0.055523,-0.232656,0.183462,0.084495,0.071835,0.10816,-0.172414,-0.083663,-0.134793,-0.141076,0.141076,0.169742,0.376949,0.004986,0.033723,0.09652,-0.117473,-0.09652,-0.049772,0.030093,0.076205,0.095182,0.041514,0.115799,0.054345,-0.10739,-0.229813,0.118497,0.11448,0.037839,-0.02489,0.004019,0.115237,-0.027329
2023-01,0.193253,0.204398,0.102947,0.152333,0.287452,0.104938,0.248364,0.024224,,0.278473,0.079732,0.234182,-0.033986,0.097858,0.065702,-0.042421,0.07054,0.020458,-0.013589,0.043126,-0.028253,0.006824,-0.015526,,0.047005,-0.034209,-0.063371,-0.083716,0.163139,0.191279,0.178411,0.197895,-0.152457,0.037068,-0.003514,0.189,0.191226,0.016697,-0.0634,-0.045732,-0.077483,0.059843,0.059843,-0.097054,0.056518,-0.023066,-0.013917,0.060443,0.082379,-0.001509,0.168155,0.048606,0.030867,-0.135929,0.010083,-0.062325,0.00272,0.015736,0.046248,0.003541,-0.073751,,,,,,,,,,,,-0.042726,0.034,-0.017198,-0.020866,-0.063258,0.075071,-0.021979,-0.03765,0.063372,0.111626,-0.195009,0.195009,0.240521,-0.076226,0.09601,-0.025263,0.005009,-0.022338,-0.005009,0.018945,-0.019624,0.041758,0.113785,-0.02183,0.008174,0.047219,0.013928,-0.036721,-0.073123,-0.086141,-0.046305,0.002283,-0.006638,-0.039795,-4.6e-05
2023-02,-0.002725,0.005271,0.046576,-0.014531,0.014556,0.016539,0.029992,0.027652,0.014832,0.063865,0.073441,0.051884,-0.024089,0.02085,-0.121056,0.08982,-0.162572,0.035739,0.018641,0.083047,0.112455,-0.084174,-0.011017,,0.054222,0.116624,0.129372,0.185074,-0.021575,0.097219,0.101987,0.160144,0.024858,0.058342,0.052865,-0.013154,-0.00315,-0.156967,0.021069,-0.084022,-0.167542,-0.098001,-0.098001,-0.152525,-0.059063,0.042966,0.014654,-0.12988,-0.097575,-0.10833,0.155222,0.010911,0.05042,-0.199921,0.058404,0.096719,-0.003189,-0.173168,-0.030318,-0.060321,0.179908,,,,,,,,,,,,0.007001,0.061004,0.074818,0.024213,0.127931,-0.078365,-0.057001,-0.030001,-0.129068,0.062834,0.000903,-0.000903,0.017958,-0.111789,0.079996,-0.085898,0.042487,-0.072897,-0.042487,-0.048042,-0.005564,-0.072602,0.072894,-0.0837,0.065289,0.067412,0.081858,-0.070871,-0.05892,-0.080094,-0.082866,-0.029696,-0.060715,-0.018841,0.032605
2023-03,-0.126798,-0.117376,0.017249,0.152177,0.024017,0.193968,-0.028286,-0.003211,,0.060575,0.230166,-0.027212,0.034501,0.159821,-0.044615,0.090207,-0.097232,-0.041435,0.040387,-0.031215,-0.010007,-0.050512,0.0642,,-0.035137,-0.00723,0.087849,0.190245,0.114404,0.18298,0.180932,0.208462,-0.15653,0.011174,0.004736,0.120765,0.118871,-0.10785,-0.03813,-0.150216,-0.134114,-0.196896,-0.196896,-0.267697,-0.11988,-0.000449,0.149082,-0.020851,-0.002714,-0.047008,-0.048641,-0.002511,0.06079,0.038094,0.084742,0.199068,0.053053,-0.162297,-0.088207,-0.070522,0.141788,,,,,,,,,,,,-0.033234,-0.008031,-0.025743,0.030656,0.083335,-0.002837,-0.027476,-0.01113,-0.087849,0.199998,0.123658,-0.123658,-0.073225,-0.033645,0.020057,-0.022337,-0.036183,0.068561,0.036183,0.01049,0.022464,-0.118685,-0.074434,-0.033296,-0.100865,0.01054,0.102385,0.156557,-0.117951,-0.117821,-0.052057,-0.009354,-0.054685,-0.034716,0.030596
2023-04,0.324692,0.324082,0.153234,0.041178,0.224253,-0.118442,0.267444,0.003049,0.001152,0.214432,-0.168781,0.264749,-0.093383,-0.094346,0.142798,0.083219,0.113507,-0.041855,0.082515,-0.021318,-0.041536,0.020548,0.072193,,0.080262,0.10107,0.102121,-0.029464,-0.025418,-0.045366,-0.050495,-0.001274,0.077916,0.056947,0.009458,-0.01524,0.004938,0.047417,0.073994,0.031617,-0.016339,-0.020672,-0.020672,-0.002522,-0.009213,-0.02302,0.071642,0.095731,-0.069822,0.012245,-0.068915,0.211412,0.083597,0.142264,-0.066735,0.024056,0.034126,-0.110062,-0.031202,-0.131651,0.04797,,,,,,,,,,,,-0.067995,0.087905,-0.027248,0.079696,0.104244,0.01845,0.005956,-0.061006,-0.102121,0.008474,-0.321471,0.321471,0.300527,0.175568,0.0153,-0.069212,0.003051,-0.047094,-0.003051,-0.078121,-0.028985,-0.050806,0.138747,-0.09177,0.097228,0.011582,-0.068276,-0.203539,-0.004548,-0.066423,-0.078408,0.000635,-0.049765,-0.03815,-0.049695
2023-05,0.181816,0.162986,-0.012851,0.009834,0.115252,-0.041002,0.151691,-0.006115,-0.025134,0.130596,-0.024146,0.159082,0.021081,-0.031585,-0.080262,-0.067138,-0.038529,0.020845,0.045041,0.034622,0.039283,-0.029762,-0.021819,,-0.040128,-0.066649,-0.053738,0.050673,-0.008271,0.008129,0.010055,0.007303,-0.003401,-0.009061,0.018028,-0.000582,0.018825,-0.027185,0.044176,0.0261,0.033872,0.097804,0.097804,0.110064,0.106083,0.205122,0.06284,-0.036103,0.126581,0.058196,0.018555,-0.202273,-0.080018,-0.024234,0.093688,-0.096964,-0.002133,0.002926,-0.071731,0.066739,-0.035376,,,,,,,,,,,,0.000782,0.031013,0.030192,0.054607,-0.055875,-0.007932,0.019279,0.050269,0.053739,0.044052,-0.179159,0.179159,0.172751,-0.056386,-0.173307,-0.006147,0.035476,-0.020322,-0.035476,-0.063615,-0.06031,0.11168,-0.054219,-0.004065,0.029952,-0.051825,-0.2012,-0.121218,-0.011065,-0.011071,-0.013062,-0.048982,-0.082008,0.036863,-0.041386
2023-06,-0.014985,-0.043789,-0.045092,0.344205,0.329125,0.455177,0.179438,0.18486,0.014164,0.279773,0.44915,0.102167,0.12634,0.435599,0.246978,0.157057,0.057113,-0.14802,0.074194,-0.205306,-0.247219,0.342345,0.27545,,-0.191388,-0.272598,0.095996,-0.366154,0.451215,0.509605,0.520974,0.495002,-0.409341,0.072364,0.025008,0.491664,0.521088,-0.023651,-0.00201,0.102372,0.152512,0.17869,0.17869,-0.023175,0.25856,-0.002783,0.249306,0.181261,0.333921,0.442311,0.435896,-0.215934,-0.367906,-0.389453,-0.326869,-0.179847,0.300344,-0.048767,-0.174958,-0.20805,-0.341287,,,,,,,,,,,,-0.110773,-0.105405,-0.181564,0.058723,0.085354,-0.073841,0.102025,-0.120383,-0.095996,0.420691,0.017972,-0.017972,0.101796,0.158001,-0.174854,-0.072442,-0.039225,0.056128,0.039224,0.043399,-0.060214,-0.045773,-0.219119,-0.057543,-0.135743,-0.115156,0.08881,0.288788,-0.134756,-0.129857,-0.088093,-0.060205,-0.017903,-0.05304,-0.017723
2023-07,0.274825,0.281006,0.115916,-0.072375,0.165055,-0.094489,0.225672,0.025286,,0.146581,-0.122145,0.222855,-0.037516,-0.061258,0.085388,0.088793,0.067483,-0.062449,0.191683,-0.085709,-0.070925,0.092272,0.108696,,-0.037353,0.150625,0.138412,0.015253,-0.018504,-0.044915,-0.060222,-0.085849,0.070475,0.099495,0.041404,-0.074634,-0.051538,0.042189,0.177958,0.129717,-0.007553,-0.058732,-0.058732,-0.132402,-0.138938,0.273239,0.25704,0.115389,-0.052156,-0.132141,-0.160863,0.173943,0.21562,0.210523,0.11251,0.061289,0.113154,-0.200616,-0.203656,-0.140038,0.076223,,,,,,,,,,,,-0.072666,0.080448,-0.031715,0.181569,0.140047,0.090415,-0.010246,-0.062332,-0.138141,-0.017902,-0.273964,0.273964,0.262257,0.103073,0.09442,-0.051702,-0.004601,-0.038132,0.004601,-0.013742,-0.005869,-0.05846,0.175705,-0.074095,0.097923,0.04694,0.002151,-0.125632,-0.032423,-0.043924,-0.051503,0.031004,-0.005752,-0.042892,-0.056872
2023-08,0.074941,0.048097,-0.022453,0.207447,0.220957,0.159909,0.135724,0.053528,,0.209676,0.1593,0.110696,0.075417,0.15421,0.042833,-0.038732,0.028265,-0.094095,0.029861,-0.03257,-0.020384,0.057599,0.03081,,-0.108729,-0.041097,0.042,-0.0396,0.212743,0.229577,0.209609,0.215006,-0.221067,0.077049,0.02677,0.264314,0.244492,0.011752,-0.136972,-0.13258,-0.101054,-0.059837,-0.059837,-0.111698,0.076637,-0.030886,0.034078,0.000837,0.004099,0.042289,0.068655,-0.003878,-0.041954,-0.06793,0.002443,0.057823,-0.005599,-0.025531,0.011422,-0.007747,-0.024004,,,,,,,,,,,,-0.125144,0.069928,-0.080141,0.016367,0.039353,0.017039,0.014825,-0.044482,-0.042,0.161094,-0.074155,0.074155,0.119022,0.050844,-0.025511,0.010614,-0.049857,0.10505,0.049857,0.084713,0.018065,0.05979,0.022706,0.01925,-0.033671,-0.044541,0.015472,-0.029002,-0.066654,-0.039545,0.01915,0.008038,-0.002692,0.022091,0.014939
